time,ax,ay,az,yaw,gps_lon,gps_lat,
17.673,0.3541,-2.61514,9.5833,319.4573,0,0,409.4573
17.716,0.1698,-0.03553,8.8063,319.4567,0,0,409.4567
17.759,0.1865,-1.70522,8.3622,319.4322,0,0,409.4322
17.802,0.013,-0.07634,9.6084,319.3834,0,0,409.3834
17.845,-0.2372,-0.99022,9.0362,319.3123,0,0,409.3123
17.888,0.2727,-2.6125,7.8726,319.2321,0,0,409.2321
17.931,-0.1367,1.23387,9.9663,319.1347,0,0,409.1347
17.974,-0.3845,-0.58201,12.4371,319.0343,0,0,409.0343
18.017,-0.1331,-1.1693,12.5066,318.9317,80.21287255,12.94617324,408.9317
18.06,-0.6742,1.02443,9.9759,318.8292,0,0,408.8292
18.103,0.1566,0.27918,8.5861,318.7314,0,0,408.7314
18.146,0.0776,0.59917,9.4731,318.6297,0,0,408.6297
18.189,-0.0002,0.69663,9.7748,318.5269,0,0,408.5269
18.232,-0.0505,0.05005,10.4308,318.422,0,0,408.422
18.275,-0.1235,0.76901,10.8486,318.3192,0,0,408.3192
18.318,-0.0816,-0.64394,11.0126,318.2122,0,0,408.2122
18.361,-0.5437,0.70455,10.7863,318.0887,0,0,408.0887
18.404,0.4499,-2.19516,8.6256,317.9627,0,0,407.9627
18.447,-0.066,0.39765,8.7704,317.8204,0,0,407.8204
18.49,-0.515,0.52404,10.7361,317.6677,0,0,407.6677
18.533,-0.1103,-0.66231,9.8694,317.5132,0,0,407.5132
18.576,-0.0613,-0.01056,7.2274,317.353,0,0,407.353
18.619,0.6845,-0.06589,6.7892,317.1985,0,0,407.1985
18.662,0.0884,2.2583,9.8586,317.0528,0,0,407.0528
18.705,0.1626,-0.84271,10.7827,316.9259,0,0,406.9259
18.748,-0.1953,1.59863,10.4308,316.831,0,0,406.831
18.791,0.062,0.42405,10.4775,316.7768,0,0,406.7768
18.834,0.2931,1.00474,12.3258,316.7477,0,0,406.7477
18.877,-0.2468,1.11012,13.0596,316.7661,0,0,406.7661
18.92,-0.497,0.22517,10.7576,316.8315,0,0,406.8315
18.963,0.2296,0.50303,8.3826,316.9373,0,0,406.9373
19.006,0.5708,-0.86383,6.4995,317.0709,0,0,407.0709
19.049,0.2105,-0.18436,7.4596,317.2077,0,0,407.2077
19.092,-0.8621,1.81324,10.8594,317.3509,0,0,407.3509
19.135,0.0237,0.0198,11.0904,317.4808,0,0,407.4808
19.178,0.1063,0.34111,8.8614,317.5838,0,0,407.5838
19.221,-0.0134,1.59335,9.0889,317.6672,0,0,407.6672
19.264,0.0477,0.49511,10.2153,317.7137,0,0,407.7137
19.307,0.4762,0.25025,9.3654,317.7211,0,0,407.7211
19.35,0.3326,0.01848,10.1662,317.6904,0,0,407.6904
19.393,-0.0134,1.36026,11.8123,317.6462,0,0,407.6462
19.436,0.3374,-0.55044,11.5609,317.5661,0,0,407.5661
19.479,0.147,-1.23123,9.3343,317.4576,0,0,407.4576
19.522,0.0177,0.28842,8.8626,317.3367,0,0,407.3367
19.565,-0.3893,1.32605,11.2544,317.2068,0,0,407.2068
19.608,0.086,0.1067,10.3602,317.0765,0,0,407.0765
19.651,0.6785,-2.06085,5.8303,316.9475,0,0,406.9475
19.694,0.2009,2.23201,7.1184,316.8358,0,0,406.8358
19.737,0.171,0.96525,13.2224,316.7344,0,0,406.7344
19.78,-0.351,-0.74921,13.2392,316.6425,0,0,406.6425
19.823,-0.3917,0.12111,9.2397,316.5749,0,0,406.5749
19.866,-0.3486,0.38588,8.4257,316.5358,0,0,406.5358
19.909,0.1267,-0.78881,9.5066,316.5272,0,0,406.5272
19.952,-0.0397,-0.52272,8.8051,316.5391,0,0,406.5391
19.995,-0.0206,1.52229,10.4368,316.5582,80.21192831,12.9462157,406.5582
20.038,-0.1498,-0.02497,11.9248,316.5957,0,0,406.5957
20.081,-0.4,-0.49247,10.6942,316.6424,0,0,406.6424
20.124,-0.3857,-0.80322,9.77,316.6965,0,0,406.6965
20.167,-0.5461,-0.52932,10.4523,316.7493,0,0,406.7493
20.21,-0.1163,-0.39105,10.2285,316.8035,0,0,406.8035
20.253,-0.1762,-1.50777,7.638,316.8627,0,0,406.8627
20.296,-0.1331,0.29623,7.4847,316.9094,0,0,406.9094
20.339,-0.4623,1.26676,10.1423,316.9634,0,0,406.9634
20.382,-0.1283,0.16456,10.1638,317.0305,0,0,407.0305
20.425,-0.0828,1.03895,8.7166,317.1033,0,0,407.1033
20.468,-0.5186,1.62228,9.4671,317.1882,0,0,407.1882
20.511,-0.2348,0.30019,10.116,317.299,0,0,407.299
20.554,-0.102,0.47927,10.4296,317.4096,0,0,407.4096
20.597,-0.4599,-0.06589,10.8199,317.5333,0,0,407.5333
20.64,-0.9363,1.10352,11.0401,317.6582,0,0,407.6582
20.683,-0.1786,-1.87517,10.104,317.8182,0,0,407.8182
20.726,-0.6179,0.68871,9.2732,317.9553,0,0,407.9553
20.769,-0.066,-1.00738,10.1591,318.108,0,0,408.108
20.812,-0.5461,1.48401,9.8945,318.239,0,0,408.239
20.855,-0.2049,0.95733,8.1659,318.3828,0,0,408.3828
20.898,0.177,0.19228,6.8084,318.5439,0,0,408.5439
20.941,0.0776,0.00792,7.5051,318.705,0,0,408.705
20.984,-0.6658,1.54462,12.6191,318.8618,0,0,408.8618
21.027,-0.3833,-1.94623,12.2707,319.0534,0,0,409.0534
21.07,-0.1451,1.73294,12.8669,319.2229,0,0,409.2229
21.113,-0.7699,1.14829,13.7037,319.395,0,0,409.395
21.156,0.0501,-0.57013,9.9927,319.5848,0,0,409.5848
21.199,-0.1415,0.24761,6.4121,319.7618,0,0,409.7618
21.242,-0.254,-0.88616,7.8391,319.9457,0,0,409.9457
21.285,-0.4635,0.76637,10.5828,320.0982,0,0,410.0982
21.328,0.0022,-0.67551,10.511,320.2485,0,0,410.2485
21.371,0.4547,-2.94833,6.4732,320.3721,0,0,410.3721
21.414,-0.1379,-0.38841,7.2872,320.4801,0,0,410.4801
21.457,-0.3569,-3.73582,10.7504,320.5603,0,0,410.5603
21.5,-0.6155,-1.04159,11.0724,320.6403,0,0,410.6403
21.543,-0.1187,-2.91412,10.7049,320.7173,0,0,410.7173
21.586,-0.5904,-0.80718,10.8941,320.7599,0,0,410.7599
21.629,-0.5102,-1.97648,10.6606,320.8084,0,0,410.8084
21.672,-0.3522,-2.86803,9.2983,320.8644,0,0,410.8644
21.715,-0.8466,-3.17614,9.1451,320.8851,0,0,410.8851
21.758,-1.153,0.1738,12.3174,320.9008,0,0,410.9008
21.801,-0.4467,-3.42375,9.1307,320.933,0,0,410.933
21.844,-0.0744,-0.38456,6.9221,320.9643,0,0,410.9643
21.887,0.0453,-0.88099,7.6918,320.9954,0,0,410.9954
21.93,-0.066,-2.67839,8.4568,321.0359,0,0,411.0359
21.973,-0.6323,0.33715,9.4659,321.0238,0,0,411.0238
22.016,-0.5509,-2.64946,10.0693,321.0508,80.21186985,12.94628026,411.0508
22.059,-0.0996,-1.88177,8.4149,321.0634,0,0,411.0634
22.102,-0.2145,-1.79091,9.2828,321.0583,0,0,411.0583
22.145,-0.6466,-1.18646,10.924,321.0373,0,0,411.0373
22.188,-1.4798,1.63548,13.0776,320.9957,0,0,410.9957
22.231,-1.1794,1.01398,11.4627,320.9839,0,0,410.9839
22.274,0.3889,-0.55968,6.1308,321.0204,0,0,411.0204
22.317,0.2512,-0.62018,4.2597,321.0671,0,0,411.0671
22.36,-0.8573,3.37502,10.1459,321.1119,0,0,411.1119
22.403,-1.2739,-0.25938,14.07,321.1676,0,0,411.1676
22.446,-1.1638,2.2781,12.922,321.2236,0,0,411.2236
22.489,0.1195,-1.52878,8.0282,321.354,0,0,411.354
22.532,-0.1738,0.50567,7.4584,321.462,0,0,411.462
22.575,-0.3725,-0.99154,11.1969,321.6084,0,0,411.6084
22.618,-1.1195,0.88099,12.752,321.7433,0,0,411.7433
22.661,-0.3893,-2.02653,10.4907,321.9204,0,0,411.9204
22.704,-0.3833,-0.20284,8.5717,322.0683,0,0,412.0683
22.747,-0.1762,-1.2892,9.7221,322.2279,0,0,412.2279
22.79,-0.5401,-1.43924,9.849,322.3703,0,0,412.3703
22.833,-0.7125,-1.9173,9.5318,322.3914,0,0,412.3914
22.876,-0.1893,-3.04843,8.0605,322.4911,0,0,412.4911
22.919,-0.2037,-1.7435,9.4288,322.576,0,0,412.576
22.962,-0.3976,-1.62096,9.9998,322.6216,0,0,412.6216
23.005,-0.0337,-1.9173,8.2233,322.6446,0,0,412.6446
23.048,0.062,-1.15489,6.9664,322.6316,0,0,412.6316
23.091,-0.1858,-2.06217,8.9679,322.5924,0,0,412.5924
23.134,-0.2636,-1.72106,11.1191,322.5146,0,0,412.5146
23.177,-0.3378,-0.89276,12.8082,322.4046,0,0,412.4046
23.22,-0.7304,-2.60205,11.1012,322.4143,0,0,412.4143
23.263,-0.3031,-0.9284,10.1196,322.2833,0,0,412.2833
23.306,-0.175,-2.1846,11.434,322.1564,0,0,412.1564
23.349,-0.5042,-1.42087,9.8969,322.0138,0,0,412.0138
23.392,-0.1965,-1.98968,8.0474,321.8856,0,0,411.8856
23.435,-0.0098,-2.15435,7.5314,321.7593,0,0,411.7593
23.478,-0.1882,-0.83094,9.7341,321.6027,0,0,411.6027
23.521,-0.7616,-0.76505,10.098,321.4628,0,0,411.4628
23.564,-0.7053,-0.32131,10.4799,321.3436,0,0,411.3436
23.607,-0.0649,-2.87067,9.2517,321.2857,0,0,411.2857
23.65,-0.5724,-1.63944,10.8606,321.2158,0,0,411.2158
23.693,-0.8885,-3.78719,11.6028,321.2009,0,0,411.2009
23.736,-1.1446,-2.02125,13.3098,321.1954,0,0,411.1954
23.779,-1.3122,0.6215,12.4934,321.2091,0,0,411.2091
23.822,-0.8466,-0.2607,9.7856,321.2774,0,0,411.2774
23.865,-0.7987,1.53934,8.13,321.4199,0,0,411.4199
23.908,-0.4539,0.92972,6.2888,321.5523,0,0,411.5523
23.951,-0.2923,0.561,5.6352,321.7464,0,0,411.7464
23.994,-0.2217,-0.61754,6.6312,321.9916,80.21181962,12.94634604,411.9916
24.037,0.098,-1.1825,8.1958,322.2572,0,0,412.2572
24.08,-0.0577,-0.48719,11.1538,322.4999,0,0,412.4999
24.123,-0.7987,-0.748,12.3952,322.7375,0,0,412.7375
24.166,-0.6239,-0.33715,12.2624,322.9623,0,0,412.9623
24.209,-0.5341,-0.63602,11.8901,323.1844,0,0,413.1844
24.252,-0.321,-2.01872,9.8107,323.4313,0,0,413.4313
24.295,-0.2372,-0.75449,10.2321,323.6522,0,0,413.6522
24.338,-0.2336,-1.03367,11.0078,323.8763,0,0,413.8763
24.381,-0.2803,-2.74428,9.0015,324.1215,0,0,414.1215
24.424,-0.2983,-1.36158,8.4699,324.3303,0,0,414.3303
24.467,0.0537,-3.29725,8.5035,324.5498,0,0,414.5498
24.51,-0.418,-1.71446,9.4228,324.7027,0,0,414.7027
24.553,0.1147,-2.50195,9.6096,324.831,0,0,414.831
24.596,-0.3725,-1.34178,9.6204,324.9139,0,0,414.9139
24.639,-0.2372,-1.44452,9.6587,324.9613,0,0,414.9613
24.682,-0.5257,-1.33793,10.3638,324.9661,0,0,414.9661
24.725,-0.7197,-3.77927,9.1391,324.9738,0,0,414.9738
24.768,-0.6885,-2.1648,9.0853,324.9362,0,0,414.9362
24.811,-0.3246,-3.22751,10.2393,324.8759,0,0,414.8759
24.854,-0.6981,-2.61646,10.5218,324.7702,0,0,414.7702
24.897,-0.4635,-1.78299,10.4392,324.6269,0,0,414.6269
24.94,-0.0732,-2.7258,10.0657,324.6554,0,0,414.6554
24.983,0.1123,-2.33739,8.877,324.4635,0,0,414.4635
25.026,-0.1726,-3.16294,10.0046,324.2336,0,0,414.2336
25.069,-0.6814,-1.44584,10.6846,323.9397,0,0,413.9397
25.112,-0.3342,-2.8127,9.0637,323.6425,0,0,413.6425
25.155,-0.4348,-1.2023,9.3809,323.3055,0,0,413.3055
25.198,-0.2336,-1.80532,9.1092,322.9499,0,0,412.9499
25.241,-0.3019,-3.96627,7.4764,322.5589,0,0,412.5589
25.284,-0.3222,0.19228,9.1272,322.1101,0,0,412.1101
25.327,0.1422,-3.09188,10.6295,322.1164,0,0,412.1164
25.37,-0.2624,-2.02785,9.6204,321.6454,0,0,411.6454
25.413,0.0046,-0.86779,9.7568,321.1404,0,0,411.1404
25.456,0.2177,-2.39393,9.8993,320.646,0,0,410.646
25.499,-0.1953,-1.78959,10.3302,320.1366,0,0,410.1366
25.542,-0.1271,-1.7039,11.428,319.6489,0,0,409.6489
25.585,-0.0984,-1.25224,11.7716,319.1709,0,0,409.1709
25.628,0.2177,-2.69555,9.211,318.7345,0,0,408.7345
25.671,0.1159,-2.28998,7.9767,318.3153,0,0,408.3153
25.714,0.0836,-0.6479,10.2584,317.9012,0,0,407.9012
25.757,-0.0864,-0.98362,9.8861,317.5311,0,0,407.5311
25.8,0.1554,-1.91466,7.4656,317.2101,0,0,407.2101
25.843,0.2225,-1.5499,7.8786,316.9132,0,0,406.9132
25.886,-0.0601,-1.17194,10.3865,316.6442,0,0,406.6442
25.929,0.0956,-2.31891,12.254,316.4104,0,0,406.4104
25.972,0.4224,-1.45376,12.2384,316.2068,0,0,406.2068
26.015,0.0788,0.48587,12.0194,316.0344,80.21177765,12.946398,406.0344
26.058,0.2727,-2.99574,10.8965,315.9145,0,0,405.9145
26.101,-0.2384,-0.45694,8.9165,315.8095,0,0,405.8095
26.144,-0.0541,-2.06734,8.8889,315.758,0,0,405.758
26.187,-0.3701,-1.51041,9.0637,315.7472,0,0,405.7472
26.23,-0.7221,-0.94809,8.385,315.783,0,0,405.783
26.273,-0.5461,-1.86197,8.689,315.8756,0,0,405.8756
26.316,-0.9471,0.37532,8.9679,315.9715,0,0,405.9715
26.359,-1.0297,1.68025,11.4435,316.139,0,0,406.139
26.402,-0.2301,-1.90542,9.3582,316.3585,0,0,406.3585
26.445,-0.8298,1.54858,10.4523,316.6191,0,0,406.6191
26.488,-0.3725,0.64394,12.9543,316.873,0,0,406.873
26.531,-1.0537,0.02244,12.3043,317.1775,0,0,407.1775
26.574,-0.9723,-0.8151,8.5561,317.5451,0,0,407.5451
26.617,-1.0261,3.1999,8.1587,317.9588,0,0,407.9588
26.66,-0.0218,1.5301,10.5996,318.3604,0,0,408.3604
26.703,-0.023,0.34232,8.0486,318.7768,0,0,408.7768
26.746,-0.2468,-0.54912,6.3762,319.2235,0,0,409.2235
26.789,-0.4599,0.38324,7.9875,319.6572,0,0,409.6572
26.832,-1.0177,-0.05401,10.9815,320.0918,0,0,410.0918
26.875,-1.1458,-0.75449,11.1646,320.5206,0,0,410.5206
26.918,-1.3194,-1.73426,10.1375,320.9484,0,0,410.9484
26.961,-0.6598,-1.04291,9.5569,321.3379,0,0,411.3379
27.004,-0.6838,-2.81006,9.3367,321.7257,0,0,411.7257
27.047,-1.1614,2.25566,11.5992,322.0398,0,0,412.0398
27.09,-0.5988,-1.56442,11.7177,322.3319,0,0,412.3319
27.133,-1.1351,0.06853,10.4811,322.5751,0,0,412.5751
27.176,-0.7963,-3.45796,11.4052,322.8705,0,0,412.8705
27.219,-0.9208,-2.22937,14.2591,323.114,0,0,413.114
27.262,-1.7755,1.43792,14.6003,323.2863,0,0,413.2863
27.305,-0.3258,-5.54906,8.8638,323.5022,0,0,413.5022
27.348,-1.8521,2.99706,5.4485,323.7087,0,0,413.7087
27.391,-0.5772,0.68211,8.0198,323.8507,0,0,413.8507
27.434,-0.1044,-2.11739,5.9261,324.0824,0,0,414.0824
27.477,-0.0277,-1.80268,4.9529,324.2672,0,0,414.2672
27.52,-0.4455,-0.87175,7.0394,324.3591,0,0,414.3591
27.563,-0.8944,-0.67947,9.2816,324.4171,0,0,414.4171
27.606,-0.9519,1.089,9.8227,324.414,0,0,414.414
27.649,-0.9519,-2.43342,7.6296,324.508,0,0,414.508
27.692,-0.6826,1.27732,10.359,324.4578,0,0,414.4578
27.735,-0.6802,0.97713,14.3681,324.4029,0,0,414.4029
27.778,-1.2344,-2.25038,13.0201,324.3807,0,0,414.3807
27.821,-1.5696,1.65132,10.1579,324.2652,0,0,414.2652
27.864,-0.6706,-2.30043,6.4073,324.2825,0,0,414.2825
27.907,0.4104,-2.06217,3.0184,324.1978,0,0,414.1978
27.95,0.1626,1.14697,6.9616,324.0325,0,0,414.0325
27.993,-0.2911,2.22013,11.2676,323.8604,80.21174659,12.94643422,413.8604
28.036,-0.7939,-1.31417,8.9991,323.7847,0,0,413.7847
28.079,-0.5892,1.23783,8.2461,323.6321,0,0,413.6321
28.122,-0.3641,-0.53724,11.9092,323.5458,0,0,413.5458
28.165,-0.2731,-3.19198,16.2906,323.4965,0,0,413.4965
28.208,-1.8449,-1.82776,16.3972,323.4205,0,0,413.4205
28.251,-2.2962,-0.28842,15.0325,323.3489,0,0,413.3489
28.294,-1.1985,-1.1957,11.2795,323.336,0,0,413.336
28.337,-0.1702,-2.67575,6.5378,323.3383,0,0,413.3383
28.38,-0.169,-0.75845,5.9632,323.3935,0,0,413.3935
28.423,-0.6023,-2.552,6.6887,323.4452,0,0,413.4452
28.466,-0.5832,-1.70522,5.8746,323.5861,0,0,413.5861
28.509,-0.1091,-4.37976,6.2002,323.6877,0,0,413.6877
28.552,-0.339,-2.66651,9.26,323.8559,0,0,413.8559
28.595,-1.1925,0.12375,13.068,323.9323,0,0,413.9323
28.638,-1.3888,-0.53856,12.4264,324.025,0,0,414.025
28.681,-0.2983,-1.80532,9.029,324.1514,0,0,414.1514
28.724,-0.0517,0.74932,9.4791,324.1703,0,0,414.1703
28.767,0.1099,-2.34784,10.0824,324.2393,0,0,414.2393
28.81,-0.5904,1.14037,10.8223,324.1969,0,0,414.1969
28.853,0.177,-2.24389,10.8665,324.1962,0,0,414.1962
28.896,-0.157,-2.78773,8.3455,324.1664,0,0,414.1664
28.939,-0.2133,0.44242,9.2301,324.0126,0,0,414.0126
28.982,0.329,-1.03499,12.0529,323.8791,0,0,413.8791
29.025,0.0644,-1.62624,11.4388,323.7243,0,0,413.7243
29.068,-0.2743,-0.67023,9.6192,323.5348,0,0,413.5348
29.111,0.4774,-1.97395,8.0737,323.3642,0,0,413.3642
29.154,0.73,-0.79409,7.2549,323.1599,0,0,413.1599
29.197,0.1446,-0.35816,8.9787,322.9354,0,0,412.9354
29.24,-0.2049,1.70786,10.1662,322.7001,0,0,412.7001
29.283,-0.1953,-0.65967,8.7261,322.5099,0,0,412.5099
29.326,-0.2983,1.16402,7.954,322.3129,0,0,412.3129
29.369,-0.4156,-0.95997,9.0051,322.1647,0,0,412.1647
29.412,-0.6849,1.45112,11.0485,322.0075,0,0,412.0075
29.455,-0.7113,3.13797,12.1175,321.8971,0,0,411.8971
29.498,-0.3797,-1.11144,8.8877,321.8054,0,0,411.8054
29.541,0.4008,-0.08426,8.6411,321.7128,0,0,411.7128
29.5839999999999,0.3529,0.67551,13.5038,321.6296,0,0,411.6296
29.6269999999999,0.1123,-0.27258,14.5081,321.5684,0,0,411.5684
29.67,-0.2708,-0.87835,10.6606,321.515,0,0,411.515
29.713,-0.5724,0.50039,7.9085,321.4513,0,0,411.4513
29.756,-0.5114,-0.1672,8.2389,321.4032,0,0,411.4032
29.7989999999999,-0.0649,-1.98968,8.3646,321.3658,0,0,411.3658
29.8419999999999,-0.1905,-1.60391,9.7604,321.2852,0,0,411.2852
29.8849999999999,-0.8454,-0.88495,11.1491,321.1532,0,0,411.1532
29.928,-0.8226,-0.91124,11.3119,321.0062,0,0,411.0062
29.971,-0.2396,-1.22199,9.5007,320.8101,0,0,410.8101
30.0139999999999,-0.491,-0.15015,9.6491,320.5338,80.21172148,12.94646988,410.5338
30.0569999999999,-0.5353,-1.24828,11.2257,320.2134,0,0,410.2134
30.0999999999999,-0.6478,-1.8843,10.0322,319.8456,0,0,409.8456
30.1429999999999,-1.1051,0.02365,10.778,319.4398,0,0,409.4398
30.1859999999999,-0.5748,-0.38192,11.2712,319.005,0,0,409.005
30.2289999999999,0.0297,-0.01188,10.0441,318.5313,0,0,408.5313
30.2719999999999,0.0201,0.08822,8.9787,318.0244,0,0,408.0244
30.3149999999999,-0.576,-0.36476,9.5222,317.5296,0,0,407.5296
30.3579999999999,-0.916,-2.14247,9.345,317.0423,0,0,407.0423
30.4009999999999,-1.0584,0.49115,10.5541,316.4853,0,0,406.4853
30.4439999999999,-1.1027,-0.16192,10.4823,315.939,0,0,405.939
30.4869999999999,-0.4288,-2.00816,8.1934,315.4307,0,0,405.4307
30.5299999999999,-0.8573,1.62228,9.5497,314.8528,0,0,404.8528
30.5729999999999,-0.2791,0.16984,10.6283,314.3209,0,0,404.3209
30.6159999999999,0.481,-1.07844,8.039,313.8218,0,0,403.8218
30.6589999999999,0.3086,0.36212,7.9241,313.2849,0,0,403.2849
30.7019999999999,-0.3677,-0.60049,9.8095,312.7908,0,0,402.7908
30.7449999999999,-1.141,-2.91412,10.5601,312.3347,0,0,402.3347
30.7879999999999,-1.9611,-5.00258,10.2141,311.8412,0,0,401.8412
30.8309999999999,-1.7109,-5.01314,10.2716,311.3586,0,0,401.3586
30.8739999999999,-1.5935,-4.15844,11.8374,310.9031,0,0,400.9031
30.9169999999999,-1.7863,-4.42838,11.7309,310.4648,0,0,400.4648
30.9599999999999,-1.3398,-1.42615,11.8494,310.0514,0,0,400.0514
31.0029999999999,-0.8466,-2.03049,8.8434,309.6749,0,0,399.6749
31.0459999999999,-0.8813,0.18304,8.61,309.2707,0,0,399.2707
31.0889999999999,-0.7532,-1.81588,7.0119,308.9623,0,0,398.9623
31.1319999999999,-1.3661,-0.91784,7.717,308.6444,0,0,398.6444
31.1749999999999,-1.171,-1.5565,8.9033,308.3738,0,0,398.3738
31.2179999999999,-0.922,-5.1579,7.8798,308.0994,0,0,398.0994
31.2609999999999,-1.2919,-0.4411,9.8777,307.8275,0,0,397.8275
31.3039999999999,-0.7604,-1.76979,10.9875,307.5876,0,0,397.5876
31.3469999999999,-0.7316,-4.71944,10.3925,307.2886,0,0,397.2886
31.3899999999999,-0.9998,0.08954,12.0972,306.9203,0,0,396.9203
31.4329999999999,-0.2169,-3.31837,12.6909,306.5816,0,0,396.5816
31.4759999999999,-0.7879,-2.63098,9.7868,306.202,0,0,396.202
31.5189999999999,-0.5377,-1.51041,8.2281,305.7347,0,0,395.7347
31.5619999999999,-0.2432,-1.38402,8.6854,305.2183,0,0,395.2183
31.6049999999999,-0.236,-2.48743,7.5386,304.7169,0,0,394.7169
31.6479999999999,0.1087,-4.01368,8.4568,304.1483,0,0,394.1483
31.6909999999999,-0.345,-1.75131,10.3278,303.5869,0,0,393.5869
31.7339999999999,-0.3869,1.29316,12.7125,302.9501,0,0,392.9501
31.7769999999999,0.7803,-5.96255,10.6187,302.3806,0,0,392.3806
31.8199999999999,-0.5197,0.24761,10.0932,301.7691,0,0,391.7691
31.8629999999999,0.0118,-3.38415,12.7568,301.2483,0,0,391.2483
31.9059999999999,-0.6155,0.12639,11.7728,300.6299,0,0,390.6299
31.9489999999999,0.0118,-2.89696,6.8048,300.0367,0,0,390.0367
31.9919999999999,-0.6323,-4.56665,5.2581,299.4357,80.21169061,12.94649482,389.4357
32.0349999999999,-0.6682,3.39999,9.6802,298.8577,0,0,388.8577
32.0779999999999,0.6642,-6.04285,10.9491,298.2597,0,0,388.2597
32.1209999999999,-0.5736,1.82248,10.8594,297.5934,0,0,387.5934
32.1639999999999,0.5074,-1.86857,12.6454,296.9958,0,0,386.9958
32.2069999999999,-0.406,0.43197,12.1103,296.3191,0,0,386.3191
32.2499999999999,0.2967,-1.64472,9.9053,295.697,0,0,385.697
32.2929999999999,0.232,-1.2496,11.0868,295.0135,0,0,385.0135
32.3359999999999,0.4343,-3.55278,10.0944,294.3256,0,0,384.3256
32.3789999999999,-0.3893,0.10142,9.5749,293.551,0,0,383.551
32.4219999999999,-0.1403,-3.19066,6.6851,292.8294,0,0,382.8294
32.4649999999999,-0.1343,-1.84349,5.5945,292.1514,0,0,382.1514
32.5079999999999,-0.0014,-1.93435,7.5099,291.4802,0,0,381.4802
32.5509999999999,-0.6143,-1.6434,8.7369,290.8409,0,0,380.8409
32.5939999999999,-0.3749,-2.15567,9.1487,290.2555,0,0,380.2555
32.6369999999999,-0.6778,-2.7456,9.9041,289.7301,0,0,379.7301
32.6799999999999,-0.6622,-1.91994,12.1905,289.2403,0,0,379.2403
32.7229999999999,-0.2504,-0.61754,14.0137,288.7853,0,0,378.7853
32.7659999999999,-0.0828,-2.48479,13.4319,288.3945,0,0,378.3945
32.8089999999999,-0.7017,-0.82434,9.6263,288.0198,0,0,378.0198
32.8519999999999,-0.1044,-1.99892,8.9979,287.6903,0,0,377.6903
32.8949999999999,-0.2576,-1.38402,8.1623,287.3594,0,0,377.3594
32.9379999999999,-0.4419,-3.99124,6.3942,287.0326,0,0,377.0326
32.9809999999999,0.062,-0.2805,7.4081,286.7035,0,0,376.7035
33.0239999999999,-0.5557,-2.15435,9.94,286.3906,0,0,376.3906
33.0669999999999,-0.6419,-0.06842,9.1846,286.0213,0,0,376.0213
33.1099999999999,-0.7568,-3.63044,8.4412,285.6889,0,0,375.6889
33.1529999999999,-0.3761,-1.79344,10.9049,285.2618,0,0,375.2618
33.1959999999999,-0.5581,0.28974,13.8605,284.8075,0,0,374.8075
33.2389999999999,0.0477,-3.53958,13.8701,284.3746,0,0,374.3746
33.2819999999999,-0.8011,0.57673,10.3374,283.87,0,0,373.87
33.3249999999999,-0.4635,-0.97449,9.4336,283.4076,0,0,373.4076
33.3679999999999,-0.412,-1.24311,7.8798,282.9739,0,0,372.9739
33.4109999999999,-0.6311,-1.67761,5.5275,282.5827,0,0,372.5827
33.4539999999999,-0.5293,-2.08846,6.5618,282.2161,0,0,372.2161
33.4969999999999,-0.345,-2.90092,9.6132,281.867,0,0,371.867
33.5399999999999,-0.248,-1.53538,10.5697,281.5078,0,0,371.5078
33.5829999999999,-0.2648,-3.92282,8.9931,281.2205,0,0,371.2205
33.6259999999999,-0.0301,-0.3476,8.6232,280.8704,0,0,370.8704
33.6689999999999,-0.3438,0.25806,11.5226,280.5232,0,0,370.5232
33.7119999999999,-0.0373,-2.92732,10.8725,280.2317,0,0,370.2317
33.7549999999999,-0.9196,-0.04741,10.353,279.9089,0,0,369.9089
33.7979999999999,-0.5401,-1.45772,11.9547,279.6235,0,0,369.6235
33.8409999999999,-0.0864,-3.48557,10.3362,279.3881,0,0,369.3881
33.8839999999999,-0.3342,1.22595,10.1854,279.1064,0,0,369.1064
33.9269999999999,0.2344,-1.991,9.8741,279.1013,0,0,369.1013
33.9699999999999,-0.4096,-1.52746,7.9516,278.9408,0,0,368.9408
34.0129999999999,-0.7783,0.86119,10.4942,278.7968,80.21171309,12.94650606,368.7968
34.0559999999999,-0.4024,-3.6146,10.6199,278.7796,0,0,368.7796
34.0989999999999,-0.9148,0.96657,9.8191,278.7395,0,0,368.7395
34.1419999999999,-1.2117,-1.7435,10.5158,278.7735,0,0,368.7735
34.1849999999999,-1.3864,-0.49115,8.2461,278.8256,0,0,368.8256
34.2279999999999,-1.0872,1.50777,7.4045,278.9218,0,0,368.9218
34.2709999999999,-0.8454,0.88627,8.6663,278.9869,0,0,368.9869
34.3139999999999,-0.3031,-4.20189,7.5997,279.1154,0,0,369.1154
34.3569999999999,-1.0896,7.30169,11.5872,279.255,0,0,369.255
34.3999999999999,0.3362,2.1978,15.6801,279.3259,0,0,369.3259
34.4429999999999,-0.1678,-2.05293,11.0078,279.4548,0,0,369.4548
34.4859999999999,-0.0936,-0.74536,8.373,279.5325,0,0,369.5325
34.5289999999999,-0.2145,-1.68289,8.4604,279.6145,0,0,369.6145
34.5719999999999,-1.742,-1.2694,9.2828,279.6532,0,0,369.6532
