time,ax,ay,az,yaw,acc,velo,dist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.626,-0.8026,2.20286,9.7573,-0.9794,0.119,9.9491,29.9538,2.30665977595544,34.9767011547173,41894.8550710023,,,,,,,,,,,,,76.6260000000019,1.0042,-0.35816,9.0805,0.0889,1.4466,9.0305,114.8143,-0.63908876581657,233.99706576615,241401.301923137,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.669,-0.4135,1.13619,10.6827,-0.1005,-0.5839,10.7294,28.7147,2.07256582076435,35.9059766742511,41930.7610476765,,,,,,,,,,,,,76.6690000000019,-0.0888,-0.83226,10.2524,0.2405,0.334,10.2775,114.8181,-0.677723012653256,234.220615550786,241635.522538687,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.712,-0.2579,1.00848,10.3654,0.0538,-0.5311,10.4005,27.4801,1.85974865661148,36.6224350296321,41967.3834827061,,,,,,,,,,,,,76.7120000000019,-0.9387,-1.13245,11.5441,0.4295,-0.4277,11.6177,114.8852,-0.768668410122605,234.353219937952,241869.875758625,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.755,-0.0616,2.1989,9.6711,-0.2787,0.5584,9.8609,26.2517,1.92757892528918,37.4067236536907,42004.7902063598,,,,,,,,,,,,,76.7550000000019,-1.2093,-3.25644,9.1774,-1.3012,-1.5354,9.5126,115.0475,-1.26622272809808,233.988270007143,242103.864028632,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.798,-0.1981,1.0296,9.9345,0.0674,-0.4467,9.9751,25.0807,1.74798314023135,38.0114164926915,42042.8016228525,,,,,,,,,,,,,76.7980000000019,0.997,-3.29857,7.6164,-2.4137,0.3111,7.8826,115.2111,-1.67269218247847,233.216850621954,242337.080879254,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.841,-0.2005,1.25873,9.3862,-0.0566,-0.1794,9.4606,23.9091,1.65013251218508,38.5182587036461,42081.3198815562,,,,,,,,,,,,,76.8410000000019,0.7576,-1.30889,7.8475,-0.6173,0.8102,7.9118,115.4336,-1.59993174598277,232.518191673261,242569.599070928,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.884,-0.4303,1.68003,9.1564,-0.4014,0.1039,9.2881,22.749,1.65611200974806,39.0310804121636,42120.3509619683,,,,,,,,,,,,,76.8840000000019,-0.2923,0.0737,10.2488,1.1142,0.5453,10.1829,115.6867,-1.26520539678622,232.154259073764,242801.753330001,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.927,-0.2412,1.21,9.6616,-0.0334,-0.2549,9.7283,21.6031,1.56688960779845,39.4546797187315,42159.8056416871,,,,,,,,,,,,,76.9270000000019,-0.1079,-3.76079,9.5976,-1.9994,-0.7807,9.9652,116.0372,-1.76432231742898,231.291209553624,243033.044539555,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.97,-0.1011,1.8579,9.5143,-0.1094,0.3355,9.6619,20.4745,1.62509168623876,39.9364811037397,42199.7421227908,,,,,,,,,,,,,76.9700000000019,0.9862,-1.99364,10.0669,-0.9326,0.865,10.2021,116.3967,-1.81018585394318,230.38229649697,243263.426836052,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.013,-0.4973,2.53341,9.0331,-0.6555,0.7838,9.2838,19.4049,1.80675534899101,40.5999461515002,42240.3420689423,,,,,,,,,,,,,77.0130000000019,-0.0637,0.65054,11.7416,1.7234,1.0365,11.5892,116.7119,-1.31804068315454,229.965528611105,243493.392364663,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.056,-0.9355,1.90784,9.6783,-0.7826,0.0345,9.8506,18.3691,1.82697227919281,41.2836281294625,42281.6256970718,,,,,,,,,,,,,77.0560000000019,-1.3446,-2.08846,11.9619,0.11,-1.1152,12.1402,117.0589,-1.47212454652364,229.39467686187,243722.787041525,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.099,-0.4866,1.21132,10.7689,-0.0889,-0.5224,10.8283,17.3694,1.70384182335425,41.8441796515862,42323.4698767234,,,,,,,,,,,,,77.0990000000019,-1.2129,-1.27864,11.6076,0.6246,-0.6392,11.7001,117.3948,-1.43342763721891,228.862522021941,243951.649563547,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.142,0.4292,1.18492,10.9173,0.7452,-0.2819,10.9552,16.4366,1.6000574586834,42.300946809039,42365.7708235324,,,,,,,,,,,,,77.1420000000019,-0.8621,-1.80004,10.1686,-0.081,-0.6129,10.322,117.7109,-1.50675010977513,228.257044709455,244179.906608256,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.185,0.4687,1.91972,9.5538,0.4906,0.4971,9.7029,15.5297,1.66398996694672,42.8216464747552,42408.5924700071,,,,,,,,,,,,,77.1850000000019,-1.001,-0.1067,10.0741,1.2377,-0.0306,10.0531,117.9762,-1.2267400878201,227.931577418924,244407.838185675,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.228,0.1635,1.68927,9.1863,0.2192,0.2426,9.314,14.6843,1.66904597355737,43.3474021470821,42451.9398721542,,,,,,,,,,,,,77.2280000000019,0.821,-3.41187,7.8151,-2.4503,-0.0151,8.089,118.2206,-1.66376607025608,227.169084145957,244635.007269821,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.271,0.0198,2.22266,9.2031,-0.0283,0.6222,9.4063,13.9071,1.7797687788459,43.9838806246974,42495.9237527789,,,,,,,,,,,,,77.2710000000019,2.2587,-0.2541,9.0134,-0.5171,2.6925,8.886,118.3944,-1.38183285620487,226.688524087042,244861.695793908,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.314,0.0294,1.8249,10.1536,0.1053,0.1283,10.2919,13.2084,1.78879502307672,44.6293853465436,42540.5531381255,,,,,,,,,,,,,77.3140000000019,-0.0469,-0.2805,11.5226,0.7116,0.8084,11.4807,118.4951,-1.16156628496389,226.428230599367,245088.124024508,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.357,0.0114,0.59631,10.4983,0.3192,-0.9349,10.4709,12.5661,1.55029801846138,45.0363930637744,42585.5895311893,,,,,,,,,,,,,77.3570000000019,-2.2208,-1.48269,11.2496,0.7184,-1.5263,11.4273,118.5826,-1.22579102797111,226.103712368685,245314.227736876,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.4,-0.1921,2.60711,9.482,-0.2819,0.8664,9.7378,11.9842,1.7616604147691,45.654763177313,42631.2442943666,,,,,,,,,,,,,77.4000000000019,-0.3581,-2.44134,8.1587,-1.0833,-0.5467,8.3794,118.6836,-1.46890082237689,225.536084343598,245539.76382122,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.443,-0.289,1.93424,9.8746,-0.2176,0.1842,10.035,11.4938,1.79617633181528,46.3076492078978,42677.5519435745,,,,,,,,,,,,,77.4430000000019,1.2759,-0.78749,7.4476,-0.5712,1.4213,7.4375,118.7122,-1.33261865790151,225.104738482985,245764.868559703,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.486,-0.3668,1.27314,10.0578,-0.1598,-0.4076,10.1263,11.0699,1.69156906545222,46.8559279721194,42724.4078715466,,,,,,,,,,,,,77.4860000000019,0.5481,-1.13905,8.4137,-0.3871,0.6595,8.4645,118.7213,-1.29390492632121,224.712106353953,245989.580666057,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.529,-0.5368,3.201,9.0618,-0.6409,1.3137,9.4247,10.7162,1.99345525236178,47.7060929232507,42772.1139644698,,,,,,,,,,,,,77.5290000000019,-0.5509,-2.29383,9.187,-0.6541,-0.692,9.3932,118.7392,-1.49388994105697,224.119489210186,246213.700155267,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.572,-0.6925,2.95999,9.8471,-0.6638,0.8876,10.1764,10.4284,2.18676220188942,48.7495648239096,42820.8635292938,,,,,,,,,,,,,77.5720000000019,-0.0182,-0.96921,9.29,0.1385,0.3292,9.3294,118.7442,-1.38895395284558,223.631808054629,246437.331963322,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.615,-0.6697,2.20154,10.7186,-0.4438,0.0764,10.9204,10.2,2.18971776151154,49.7959922841906,42870.6595215779,,,,,,,,,,,,,77.6150000000019,1.0185,-1.58675,9.2014,-0.7977,0.8987,9.2965,118.7721,-1.42851316227646,223.104567689642,246660.436531011,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.658,-0.7068,2.18966,10.0841,-0.4758,0.1521,10.2959,10.0269,2.18970620920923,50.8424081921693,42921.5019297701,,,,,,,,,,,,,77.6580000000019,1.2591,-0.31471,11.4902,0.307,1.7012,11.4383,118.798,-1.20575252982117,222.80008795711,246883.236618969,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.701,-0.866,1.70907,9.1672,-0.5672,-0.1366,9.3244,9.8989,2.09357896736739,51.7926968583061,42973.2946266284,,,,,,,,,,,,,77.7010000000019,0.1578,-1.3497,12.1869,0.084,0.3025,12.2515,118.8488,-1.23454202385693,222.466818730543,247105.703437699,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.744,-0.4459,2.78091,9.1444,-0.2912,0.8256,9.4621,9.8053,2.23104517389391,52.8804517309695,43026.1750783594,,,,,,,,,,,,,77.7440000000019,-1.3685,-1.57619,12.5185,0.6315,-1.0357,12.6223,118.9257,-1.30287161908555,222.065219908746,247327.768657608,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.787,-0.3585,2.91522,10.1153,-0.1536,0.7382,10.4407,9.7615,2.36788013911513,54.1050415688541,43080.2801199282,,,,,,,,,,,,,77.7870000000019,-1.6845,-3.24335,9.1355,-0.7996,-2.109,9.4862,119.0193,-1.69096729526844,221.275525410767,247549.044183019,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.83,-0.4662,1.54836,10.6587,-0.0242,-0.5415,10.7529,9.7463,2.2039761112921,55.1657273789157,43135.4458473072,,,,,,,,,,,,,77.8300000000019,-0.321,-0.31339,8.0354,0.6879,0.2463,8.0175,119.0916,-1.41545183621475,220.761346371842,247769.80552939,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.873,-0.6123,1.72227,9.7238,-0.2342,-0.2348,9.8672,9.752,2.10763488903368,56.1300719667188,43191.5759192739,,,,,,,,,,,,,77.8730000000019,0.3158,-0.78221,7.4476,-0.045,0.5136,7.474,119.1792,-1.2888034689718,220.373815700159,247990.179345091,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.916,0.033,1.34563,9.8291,0.4304,-0.443,9.8906,9.7736,1.95523391122695,56.9420155767152,43248.5179348506,,,,,,,,,,,,,77.9160000000019,-0.339,-1.5235,8.4664,-0.196,-0.2833,8.5828,119.2583,-1.33574277517744,219.939345722271,248210.118690813,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.959,-0.1382,2.30164,8.2741,0.0226,0.5869,8.5196,9.8063,2.02451512898156,57.8232404044662,43306.3411752551,,,,,,,,,,,,,77.9590000000019,-0.254,1.15093,10.3506,1.9161,1.0383,10.1808,119.303,-0.838408220141952,220.002210299418,248430.120901112,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.002,-0.6123,2.48996,8.4202,-0.4336,0.5999,8.7134,9.8617,2.11760410318525,58.7975542064209,43365.1387294615,,,,,,,,,,,,,78.0020000000019,-0.9411,-2.74164,9.5713,-0.8241,-1.2381,9.8279,119.3726,-1.21905457611356,219.684428520594,248649.805329633,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.045,-0.8732,1.31406,9.4281,-0.4205,-0.6141,9.5191,9.9165,1.9568952825482,59.6111591877386,43424.7498886492,,,,,,,,,,,,,78.0450000000019,-0.8789,0.85459,10.5397,1.9256,0.4469,10.4241,119.3732,-0.80432566089085,219.781375656992,248869.58670529,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.088,-0.5823,0.76758,11.1735,0.0621,-1.2524,11.1455,9.9517,1.71903222603856,60.1869011125466,43484.9367897618,,,,,,,,,,,,,78.0880000000019,-0.9064,-1.74218,9.3522,-0.19,-0.7569,9.5011,119.3853,-0.99189652871268,219.690751925569,249089.277457215,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.131,-0.6254,1.53263,10.4265,-0.1344,-0.4291,10.5332,9.9792,1.68175178083085,60.7253625921469,43545.6621523539,,,,,,,,,,,,,78.1310000000019,0.013,-1.13509,8.9141,-0.1825,0.2575,8.9724,119.3704,-1.02053522297014,219.571489499888,249308.848946715,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.174,-0.5297,2.14753,9.8722,-0.158,0.2048,10.0789,10.0079,1.77490742466468,61.3569797155811,43607.0191320695,,,,,,,,,,,,,78.1740000000019,0.6797,-1.38138,9.8263,-0.586,0.749,9.8887,119.3174,-1.09270417837612,219.380058118801,249528.229004834,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.217,-0.3357,1.01772,9.8974,0.1902,-0.7093,9.9239,10.015,1.62346993973174,61.8371593540823,43668.8562914236,,,,,,,,,,,,,78.2170000000019,0.0525,-0.16192,10.9396,0.7239,0.7592,10.8956,119.2184,-0.906547342700892,219.37478357339,249747.603788408,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.26,-0.453,2.93766,8.9804,-0.257,1.0342,9.3239,10.0281,1.88630795178539,62.5801770046371,43731.4364684282,,,,,,,,,,,,,78.2600000000019,-0.3294,-3.04447,10.4452,-1.3116,-0.8118,10.7052,119.1251,-1.33413187416071,218.941924496518,249966.545712904,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.303,-0.5225,2.08703,9.7872,-0.1312,0.1283,9.9863,10.0339,1.92645236142831,63.3633390648349,43794.7998074931,,,,,,,,,,,,,78.3030000000019,0.9742,-2.01212,10.675,-1.0283,0.7492,10.8049,118.984,-1.46972949932857,218.373467794479,250184.919180699,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.346,-0.4351,1.00452,10.3319,0.1451,-0.8399,10.3513,10.0143,1.74206588914265,63.962114652747,43858.7619221458,,,,,,,,,,,,,78.3460000000019,0.5098,0.7348,12.2025,1.4161,1.5256,12.059,118.8056,-1.02882359946286,218.245916992305,250403.165097691,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.389,-0.4207,1.584,9.4341,0.0094,-0.1685,9.5558,9.9886,1.71045271131412,64.5292770628306,43923.2911992086,,,,,,,,,,,,,78.3890000000019,-1.3529,-1.9976,11.3466,0.0631,-1.2521,11.5078,118.6235,-1.22257887957029,217.924610910024,250621.089708601,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.432,-0.453,1.99221,9.2126,-0.0916,0.2052,9.4017,9.9686,1.7668041690513,65.1527909306514,43988.4439901393,,,,,,,,,,,,,78.4320000000019,-0.1103,-0.85723,9.0565,0.1606,0.1638,9.0922,118.4054,-1.14950910365623,217.676374603657,250838.766083204,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.475,-0.4471,-0.86273,10.6947,0.4137,-2.3783,10.463,9.9099,1.24089733524104,65.2503979646619,44053.6943881039,,,,,,,,,,,,,78.4750000000019,0.3505,-0.03685,7.3315,0.4155,0.7442,7.2939,118.1533,-0.926977282924983,217.650670118022,251056.416753322,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.518,-0.0652,0.21582,10.0698,0.5448,-1.1782,9.9928,9.8423,1.03588186819283,65.1429895316242,44118.8373776356,,,,,,,,,,,,,78.5180000000019,0.3481,-2.16084,8.0761,-1.1327,-0.1019,8.2448,117.9156,-1.17374982633999,217.378193088971,251273.794946411,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.561,-0.1346,-1.76209,10.7904,0.8151,-3.0414,10.4507,9.8095,0.476287494554264,64.4759867249479,44183.3133643605,,,,,,,,,,,,,78.5610000000019,0.5122,-0.52019,9.788,0.2476,0.7797,9.7834,117.6391,-1.04303786107199,217.236428025188,251491.031374437,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.604,-0.2783,-1.17084,9.3312,0.4573,-2.1828,9.132,9.7383,0.146861995643411,63.4795584193608,44246.7929227799,,,,,,,,,,,,,78.6040000000019,-0.0349,-0.48191,10.7121,0.5767,0.3296,10.7058,117.3551,-0.930812288857591,217.20688853362,251708.23826297,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.647,-0.5344,0.36718,9.397,-0.019,-0.8038,9.3883,9.6972,0.190925596514729,62.527193714645,44309.3201164945,,,,,,,,,,,,,78.6470000000019,-1.4427,-0.9284,11.4591,0.8609,-1.0006,11.5105,117.0704,-0.930329831086073,217.177831499823,251925.41609447,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.69,-0.5021,-1.18525,9.5371,0.2335,-2.0462,9.3924,9.6528,-0.084309522788217,61.2995938906262,44370.6197103851,,,,,,,,,,,,,78.6900000000019,-1.4583,-2.32551,9.187,-0.4246,-1.5941,9.4001,116.8054,-1.20936586486886,216.869738432243,252142.285832902,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.733,-0.368,-0.62568,9.3958,0.255,-1.4061,9.3158,9.6055,-0.192583618230573,59.9637199711651,44430.5834303563,,,,,,,,,,,,,78.7330000000019,-0.0864,-0.40821,8.3658,0.4057,0.3267,8.3623,116.534,-1.04913469189509,216.721876537638,252359.00770944,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.776,-0.4411,-0.02123,9.1133,0.0723,-0.7956,9.0934,9.5824,-0.158312894584459,58.6621167753501,44489.2455471317,,,,,,,,,,,,,78.7760000000019,0.8258,-1.26412,7.4704,-0.7127,0.6914,7.5418,116.2803,-1.09213175351607,216.531017581411,252575.538727021,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.819,-0.5799,-1.19977,9.6735,0.132,-1.7835,9.5915,9.5564,-0.366604315667567,57.152222158452,44546.3977692901,,,,,,,,,,,,,78.8190000000019,0.226,1.13773,9.5749,1.5801,1.1413,9.4387,116.0246,-0.646159402812856,216.786130975887,252792.324857997,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.862,0.2125,-0.67705,10.1476,0.8032,-1.1274,10.0788,9.5466,-0.428693452534054,55.5802384046874,44601.9780076948,,,,,,,,,,,,,78.8620000000019,-0.3905,-1.13509,9.5689,-0.0024,-0.2951,9.6324,115.8164,-0.743945522250285,216.943458250926,253009.268316248,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.905,0.5465,-0.48609,10.9161,1.0637,-0.8763,10.8569,9.5478,-0.440172762027243,53.9967753414296,44655.9747830362,,,,,,,,,,,,,78.9050000000019,0.8545,-0.20537,11.1658,0.3201,1.183,11.1383,115.6278,-0.636230417800228,217.208500630415,253226.476816879,,,,,,,,,,,,,
